"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","/表章事項 コード","2020_01","2020_01","2020_01"
"","","","","/表章事項","人口【人】","人口【人】","人口【人】"
"","","","","/男女 コード","0","1","2"
"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020000000","2020年","26212","京丹後市","","50,860","24,357","26,503"
"2020000000","2020年","26213","南丹市","","31,629","15,392","16,237"
"2020000000","2020年","26214","木津川市","","77,907","37,295","40,612"
"2020000000","2020年","26303","大山崎町","","15,953","7,710","8,243"
"2020000000","2020年","26322","久御山町","","15,250","7,432","7,818"
"2020000000","2020年","26343","井手町","","7,406","3,594","3,812"
"2020000000","2020年","26344","宇治田原町","","8,911","4,501","4,410"
"2020000000","2020年","26364","笠置町","","1,144","541","603"
"2020000000","2020年","26365","和束町","","3,478","1,617","1,861"
"2020000000","2020年","26366","精華町","","36,198","17,226","18,972"
"2020000000","2020年","26367","南山城村","","2,391","1,125","1,266"
"2020000000","2020年","26407","京丹波町","","12,907","6,113","6,794"
"2020000000","2020年","26463","伊根町","","1,928","946","982"
"2020000000","2020年","26465","与謝野町","","20,092","9,539","10,553"
"2020000000","2020年","27000","大阪府","","8,837,685","4,235,956","4,601,729"
"2020000000","2020年","27100","大阪市","","2,752,412","1,326,875","1,425,537"
"2020000000","2020年","27102","大阪市都島区","","107,904","51,763","56,141"
"2020000000","2020年","27103","大阪市福島区","","79,328","37,633","41,695"
"2020000000","2020年","27104","大阪市此花区","","65,251","31,610","33,641"
"2020000000","2020年","27106","大阪市西区","","105,862","49,586","56,276"
"2020000000","2020年","27107","大阪市港区","","80,948","39,498","41,450"
"2020000000","2020年","27108","大阪市大正区","","62,083","30,164","31,919"
"2020000000","2020年","27109","大阪市天王寺区","","82,148","37,988","44,160"
"2020000000","2020年","27111","大阪市浪速区","","75,504","38,393","37,111"
"2020000000","2020年","27113","大阪市西淀川区","","95,864","47,067","48,797"
"2020000000","2020年","27114","大阪市東淀川区","","177,120","86,660","90,460"
"2020000000","2020年","27115","大阪市東成区","","84,906","40,341","44,565"
"2020000000","2020年","27116","大阪市生野区","","127,309","60,309","67,000"
"2020000000","2020年","27117","大阪市旭区","","89,670","42,676","46,994"
"2020000000","2020年","27118","大阪市城東区","","169,043","80,220","88,823"
"2020000000","2020年","27119","大阪市阿倍野区","","110,995","51,160","59,835"
"2020000000","2020年","27120","大阪市住吉区","","153,056","71,193","81,863"
"2020000000","2020年","27121","大阪市東住吉区","","127,849","60,161","67,688"
"2020000000","2020年","27122","大阪市西成区","","106,111","61,300","44,811"
"2020000000","2020年","27123","大阪市淀川区","","183,444","91,327","92,117"
"2020000000","2020年","27124","大阪市鶴見区","","112,691","53,166","59,525"
"2020000000","2020年","27125","大阪市住之江区","","120,072","57,611","62,461"
"2020000000","2020年","27126","大阪市平野区","","192,152","90,568","101,584"
"2020000000","2020年","27127","大阪市北区","","139,376","67,805","71,571"
"2020000000","2020年","27128","大阪市中央区","","103,726","48,676","55,050"
"2020000000","2020年","27140","堺市","","826,161","393,961","432,200"
"2020000000","2020年","27141","堺市堺区","","148,682","73,620","75,062"
"2020000000","2020年","27142","堺市中区","","121,236","58,081","63,155"
"2020000000","2020年","27143","堺市東区","","85,043","40,398","44,645"
"2020000000","2020年","27144","堺市西区","","135,375","64,546","70,829"
"2020000000","2020年","27145","堺市南区","","138,464","64,156","74,308"
"2020000000","2020年","27146","堺市北区","","159,757","75,052","84,705"
"2020000000","2020年","27147","堺市美原区","","37,604","18,108","19,496"
"2020000000","2020年","27202","岸和田市","","190,658","90,424","100,234"
"2020000000","2020年","27203","豊中市","","401,558","188,931","212,627"
"2020000000","2020年","27204","池田市","","104,993","49,992","55,001"
"2020000000","2020年","27205","吹田市","","385,567","185,305","200,262"
"2020000000","2020年","27206","泉大津市","","74,412","35,224","39,188"
"2020000000","2020年","27207","高槻市","","352,698","168,081","184,617"
"2020000000","2020年","27208","貝塚市","","84,443","40,482","43,961"
"2020000000","2020年","27209","守口市","","143,096","69,204","73,892"
"2020000000","2020年","27210","枚方市","","397,289","188,191","209,098"
"2020000000","2020年","27211","茨木市","","287,730","138,658","149,072"
"2020000000","2020年","27212","八尾市","","264,642","125,858","138,784"
"2020000000","2020年","27213","泉佐野市","","100,131","47,828","52,303"
"2020000000","2020年","27214","富田林市","","108,699","50,919","57,780"
"2020000000","2020年","27215","寝屋川市","","229,733","110,807","118,926"
"2020000000","2020年","27216","河内長野市","","101,692","47,392","54,300"
"2020000000","2020年","27217","松原市","","117,641","56,535","61,106"
"2020000000","2020年","27218","大東市","","119,367","57,939","61,428"
"2020000000","2020年","27219","和泉市","","184,495","88,751","95,744"
"2020000000","2020年","27220","箕面市","","136,868","64,992","71,876"
"2020000000","2020年","27221","柏原市","","68,775","32,955","35,820"
"2020000000","2020年","27222","羽曳野市","","108,736","51,034","57,702"
"2020000000","2020年","27223","門真市","","119,764","58,772","60,992"
"2020000000","2020年","27224","摂津市","","87,456","43,166","44,290"
"2020000000","2020年","27225","高石市","","55,635","26,336","29,299"
"2020000000","2020年","27226","藤井寺市","","63,688","29,951","33,737"
"2020000000","2020年","27227","東大阪市","","493,940","240,288","253,652"
"2020000000","2020年","27228","泉南市","","60,102","28,718","31,384"
"2020000000","2020年","27229","四條畷市","","55,177","26,744","28,433"
"2020000000","2020年","27230","交野市","","75,033","35,805","39,228"
"2020000000","2020年","27231","大阪狭山市","","58,435","27,409","31,026"
"2020000000","2020年","27232","阪南市","","51,254","24,250","27,004"
"2020000000","2020年","27301","島本町","","30,927","14,604","16,323"
"2020000000","2020年","27321","豊能町","","18,279","8,676","9,603"
"2020000000","2020年","27322","能勢町","","9,079","4,361","4,718"
"2020000000","2020年","27341","忠岡町","","16,567","7,965","8,602"
"2020000000","2020年","27361","熊取町","","43,763","21,310","22,453"
"2020000000","2020年","27362","田尻町","","8,434","4,176","4,258"
"2020000000","2020年","27366","岬町","","14,741","6,816","7,925"
"2020000000","2020年","27381","太子町","","13,009","6,331","6,678"
"2020000000","2020年","27382","河南町","","15,697","7,621","8,076"
"2020000000","2020年","27383","千早赤阪村","","4,909","2,319","2,590"
"2020000000","2020年","28000","兵庫県","","5,465,002","2,599,756","2,865,246"
"2020000000","2020年","28100","神戸市","","1,525,152","716,452","808,700"
"2020000000","2020年","28101","神戸市東灘区","","213,562","99,420","114,142"
"2020000000","2020年","28102","神戸市灘区","","136,747","63,549","73,198"
"2020000000","2020年","28105","神戸市兵庫区","","109,144","52,901","56,243"
"2020000000","2020年","28106","神戸市長田区","","94,791","44,662","50,129"
"2020000000","2020年","28107","神戸市須磨区","","158,719","73,064","85,655"
"2020000000","2020年","28108","神戸市垂水区","","215,302","100,260","115,042"
"2020000000","2020年","28109","神戸市北区","","210,492","99,465","111,027"
"2020000000","2020年","28110","神戸市中央区","","147,518","68,236","79,282"
"2020000000","2020年","28111","神戸市西区","","238,877","114,895","123,982"
"2020000000","2020年","28201","姫路市","","530,495","256,616","273,879"
"2020000000","2020年","28202","尼崎市","","459,593","222,293","237,300"
"2020000000","2020年","28203","明石市","","303,601","146,746","156,855"
"2020000000","2020年","28204","西宮市","","485,587","226,105","259,482"
"2020000000","2020年","28205","洲本市","","41,236","19,635","21,601"
"2020000000","2020年","28206","芦屋市","","93,922","42,008","51,914"
"2020000000","2020年","28207","伊丹市","","198,138","95,630","102,508"
"2020000000","2020年","28208","相生市","","28,355","13,592","14,763"
"2020000000","2020年","28209","豊岡市","","77,489","37,303","40,186"
"2020000000","2020年","28210","加古川市","","260,878","127,473","133,405"
"2020000000","2020年","28212","赤穂市","","45,892","22,095","23,797"
"2020000000","2020年","28213","西脇市","","38,673","18,540","20,133"
"2020000000","2020年","28214","宝塚市","","226,432","103,655","122,777"
"2020000000","2020年","28215","三木市","","75,294","36,259","39,035"
"2020000000","2020年","28216","高砂市","","87,722","42,379","45,343"
"2020000000","2020年","28217","川西市","","152,321","71,289","81,032"
"2020000000","2020年","28218","小野市","","47,562","23,232","24,330"
"2020000000","2020年","28219","三田市","","109,238","52,322","56,916"
"2020000000","2020年","28220","加西市","","42,700","21,077","21,623"
"2020000000","2020年","28221","丹波篠山市","","39,611","18,811","20,800"
"2020000000","2020年","28222","養父市","","22,129","10,623","11,506"
"2020000000","2020年","28223","丹波市","","61,471","29,464","32,007"
"2020000000","2020年","28224","南あわじ市","","44,137","21,114","23,023"
"2020000000","2020年","28225","朝来市","","28,989","13,893","15,096"
"2020000000","2020年","28226","淡路市","","41,967","19,872","22,095"
"2020000000","2020年","28227","宍粟市","","34,819","16,635","18,184"
"2020000000","2020年","28228","加東市","","40,645","19,956","20,689"
"2020000000","2020年","28229","たつの市","","74,316","35,918","38,398"
"2020000000","2020年","28301","猪名川町","","29,680","13,975","15,705"
"2020000000","2020年","28365","多可町","","19,261","9,311","9,950"
"2020000000","2020年","28381","稲美町","","30,268","14,775","15,493"
"2020000000","2020年","28382","播磨町","","33,604","16,332","17,272"
"2020000000","2020年","28442","市川町","","11,231","5,482","5,749"
"2020000000","2020年","28443","福崎町","","19,377","9,461","9,916"
"2020000000","2020年","28446","神河町","","10,616","4,958","5,658"
"2020000000","2020年","28464","太子町","","33,477","16,253","17,224"
"2020000000","2020年","28481","上郡町","","13,879","6,717","7,162"
"2020000000","2020年","28501","佐用町","","15,863","7,567","8,296"
"2020000000","2020年","28585","香美町","","16,064","7,636","8,428"
"2020000000","2020年","28586","新温泉町","","13,318","6,302","7,016"
"2020000000","2020年","29000","奈良県","","1,324,473","623,926","700,547"
"2020000000","2020年","29201","奈良市","","354,630","164,846","189,784"
"2020000000","2020年","29202","大和高田市","","61,744","28,981","32,763"
"2020000000","2020年","29203","大和郡山市","","83,285","39,249","44,036"
"2020000000","2020年","29204","天理市","","63,889","31,275","32,614"
"2020000000","2020年","29205","橿原市","","120,922","57,336","63,586"
"2020000000","2020年","29206","桜井市","","54,857","25,909","28,948"
"2020000000","2020年","29207","五條市","","27,927","13,180","14,747"
"2020000000","2020年","29208","御所市","","24,096","11,122","12,974"
"2020000000","2020年","29209","生駒市","","116,675","55,107","61,568"
"2020000000","2020年","29210","香芝市","","78,113","36,925","41,188"
"2020000000","2020年","29211","葛城市","","36,832","17,526","19,306"
"2020000000","2020年","29212","宇陀市","","28,121","13,374","14,747"
"2020000000","2020年","29322","山添村","","3,226","1,543","1,683"
"2020000000","2020年","29342","平群町","","18,009","8,446","9,563"
"2020000000","2020年","29343","三郷町","","23,219","10,877","12,342"
"2020000000","2020年","29344","斑鳩町","","27,587","12,979","14,608"
"2020000000","2020年","29345","安堵町","","7,225","3,387","3,838"
"2020000000","2020年","29361","川西町","","8,167","3,944","4,223"
"2020000000","2020年","29362","三宅町","","6,439","3,049","3,390"
"2020000000","2020年","29363","田原本町","","31,177","14,870","16,307"
"2020000000","2020年","29385","曽爾村","","1,295","595","700"
"2020000000","2020年","29386","御杖村","","1,479","694","785"
"2020000000","2020年","29401","高取町","","6,729","3,139","3,590"
"2020000000","2020年","29402","明日香村","","5,179","2,439","2,740"
"2020000000","2020年","29424","上牧町","","21,714","10,117","11,597"
"2020000000","2020年","29425","王寺町","","24,043","11,375","12,668"
"2020000000","2020年","29426","広陵町","","33,810","16,045","17,765"
"2020000000","2020年","29427","河合町","","17,018","7,918","9,100"
"2020000000","2020年","29441","吉野町","","6,229","2,840","3,389"
"2020000000","2020年","29442","大淀町","","16,728","7,936","8,792"
"2020000000","2020年","29443","下市町","","5,037","2,356","2,681"
"2020000000","2020年","29444","黒滝村","","623","296","327"
"2020000000","2020年","29446","天川村","","1,176","567","609"
"2020000000","2020年","29447","野迫川村","","357","176","181"
"2020000000","2020年","29449","十津川村","","3,061","1,663","1,398"
"2020000000","2020年","29450","下北山村","","753","361","392"
"2020000000","2020年","29451","上北山村","","444","227","217"
"2020000000","2020年","29452","川上村","","1,156","554","602"
"2020000000","2020年","29453","東吉野村","","1,502","703","799"
"2020000000","2020年","30000","和歌山県","","922,584","435,051","487,533"
"2020000000","2020年","30201","和歌山市","","356,729","167,947","188,782"
"2020000000","2020年","30202","海南市","","48,369","22,548","25,821"
"2020000000","2020年","30203","橋本市","","60,818","28,621","32,197"
"2020000000","2020年","30204","有田市","","26,538","12,576","13,962"
"2020000000","2020年","30205","御坊市","","23,481","11,404","12,077"
"2020000000","2020年","30206","田辺市","","69,870","32,790","37,080"
"2020000000","2020年","30207","新宮市","","27,171","12,610","14,561"
"2020000000","2020年","30208","紀の川市","","58,816","27,815","31,001"
"2020000000","2020年","30209","岩出市","","53,967","25,969","27,998"
"2020000000","2020年","30304","紀美野町","","8,256","3,796","4,460"
"2020000000","2020年","30341","かつらぎ町","","15,967","7,428","8,539"
"2020000000","2020年","30343","九度山町","","3,856","1,782","2,074"
"2020000000","2020年","30344","高野町","","2,970","1,499","1,471"
"2020000000","2020年","30361","湯浅町","","11,122","5,196","5,926"
"2020000000","2020年","30362","広川町","","6,781","3,195","3,586"
"2020000000","2020年","30366","有田川町","","25,258","11,953","13,305"
"2020000000","2020年","30381","美浜町","","6,867","3,217","3,650"
"2020000000","2020年","30382","日高町","","7,673","3,657","4,016"
"2020000000","2020年","30383","由良町","","5,364","2,685","2,679"
"2020000000","2020年","30390","印南町","","7,720","3,660","4,060"
"2020000000","2020年","30391","みなべ町","","11,818","5,608","6,210"
"2020000000","2020年","30392","日高川町","","9,219","4,449","4,770"
"2020000000","2020年","30401","白浜町","","20,262","9,440","10,822"
"2020000000","2020年","30404","上富田町","","15,236","7,246","7,990"
"2020000000","2020年","30406","すさみ町","","3,685","1,747","1,938"
"2020000000","2020年","30421","那智勝浦町","","14,137","6,531","7,606"
"2020000000","2020年","30422","太地町","","2,791","1,229","1,562"
"2020000000","2020年","30424","古座川町","","2,480","1,130","1,350"
"2020000000","2020年","30427","北山村","","404","183","221"
"2020000000","2020年","30428","串本町","","14,959","7,140","7,819"
"2020000000","2020年","31000","鳥取県","","553,407","264,432","288,975"
"2020000000","2020年","31201","鳥取市","","188,465","91,356","97,109"
"2020000000","2020年","31202","米子市","","147,317","69,740","77,577"
"2020000000","2020年","31203","倉吉市","","46,485","21,840","24,645"
"2020000000","2020年","31204","境港市","","32,740","15,775","16,965"
"2020000000","2020年","31302","岩美町","","10,799","5,178","5,621"
"2020000000","2020年","31325","若桜町","","2,864","1,355","1,509"
"2020000000","2020年","31328","智頭町","","6,427","3,005","3,422"
"2020000000","2020年","31329","八頭町","","15,937","7,611","8,326"
"2020000000","2020年","31364","三朝町","","6,060","2,875","3,185"
"2020000000","2020年","31370","湯梨浜町","","16,055","7,657","8,398"
"2020000000","2020年","31371","琴浦町","","16,365","7,682","8,683"
"2020000000","2020年","31372","北栄町","","14,228","6,818","7,410"
"2020000000","2020年","31384","日吉津村","","3,501","1,628","1,873"
"2020000000","2020年","31386","大山町","","15,370","7,390","7,980"
"2020000000","2020年","31389","南部町","","10,323","4,925","5,398"
"2020000000","2020年","31390","伯耆町","","10,696","5,051","5,645"
"2020000000","2020年","31401","日南町","","4,196","1,982","2,214"
"2020000000","2020年","31402","日野町","","2,907","1,323","1,584"
"2020000000","2020年","31403","江府町","","2,672","1,241","1,431"
"2020000000","2020年","32000","島根県","","671,126","324,291","346,835"
"2020000000","2020年","32201","松江市","","203,616","98,544","105,072"
"2020000000","2020年","32202","浜田市","","54,592","27,298","27,294"
"2020000000","2020年","32203","出雲市","","172,775","83,469","89,306"
"2020000000","2020年","32204","益田市","","45,003","21,355","23,648"
"2020000000","2020年","32205","大田市","","32,846","15,742","17,104"
"2020000000","2020年","32206","安来市","","37,062","17,743","19,319"
"2020000000","2020年","32207","江津市","","22,959","10,890","12,069"
"2020000000","2020年","32209","雲南市","","36,007","17,316","18,691"
"2020000000","2020年","32343","奥出雲町","","11,849","5,705","6,144"
"2020000000","2020年","32386","飯南町","","4,577","2,157","2,420"
"2020000000","2020年","32441","川本町","","3,248","1,556","1,692"
"2020000000","2020年","32448","美郷町","","4,355","2,080","2,275"
"2020000000","2020年","32449","邑南町","","10,163","4,874","5,289"
"2020000000","2020年","32501","津和野町","","6,875","3,221","3,654"
"2020000000","2020年","32505","吉賀町","","6,077","2,944","3,133"
"2020000000","2020年","32525","海士町","","2,267","1,113","1,154"
"2020000000","2020年","32526","西ノ島町","","2,788","1,430","1,358"
"2020000000","2020年","32527","知夫村","","634","323","311"
"2020000000","2020年","32528","隠岐の島町","","13,433","6,531","6,902"
"2020000000","2020年","33000","岡山県","","1,888,432","908,045","980,387"
"2020000000","2020年","33100","岡山市","","724,691","348,630","376,061"
"2020000000","2020年","33101","岡山市北区","","314,523","153,478","161,045"
"2020000000","2020年","33102","岡山市中区","","149,232","70,139","79,093"
"2020000000","2020年","33103","岡山市東区","","93,108","44,243","48,865"
"2020000000","2020年","33104","岡山市南区","","167,828","80,770","87,058"
"2020000000","2020年","33202","倉敷市","","474,592","228,261","246,331"
"2020000000","2020年","33203","津山市","","99,937","48,012","51,925"
"2020000000","2020年","33204","玉野市","","56,531","27,437","29,094"
"2020000000","2020年","33205","笠岡市","","46,088","21,866","24,222"
"2020000000","2020年","33207","井原市","","38,384","18,353","20,031"
"2020000000","2020年","33208","総社市","","69,030","33,425","35,605"
"2020000000","2020年","33209","高梁市","","29,072","14,225","14,847"
"2020000000","2020年","33210","新見市","","28,079","13,411","14,668"
"2020000000","2020年","33211","備前市","","32,320","15,516","16,804"
"2020000000","2020年","33212","瀬戸内市","","36,048","17,319","18,729"
"2020000000","2020年","33213","赤磐市","","42,661","20,454","22,207"
"2020000000","2020年","33214","真庭市","","42,725","20,397","22,328"
"2020000000","2020年","33215","美作市","","25,939","12,452","13,487"
"2020000000","2020年","33216","浅口市","","32,772","15,760","17,012"
"2020000000","2020年","33346","和気町","","13,623","6,468","7,155"
"2020000000","2020年","33423","早島町","","12,368","5,930","6,438"
"2020000000","2020年","33445","里庄町","","10,950","5,206","5,744"
"2020000000","2020年","33461","矢掛町","","13,414","6,412","7,002"
"2020000000","2020年","33586","新庄村","","813","380","433"
"2020000000","2020年","33606","鏡野町","","12,062","5,810","6,252"
"2020000000","2020年","33622","勝央町","","10,888","5,204","5,684"
"2020000000","2020年","33623","奈義町","","5,578","2,788","2,790"
"2020000000","2020年","33643","西粟倉村","","1,398","651","747"
"2020000000","2020年","33663","久米南町","","4,530","2,173","2,357"
"2020000000","2020年","33666","美咲町","","13,053","6,230","6,823"
"2020000000","2020年","33681","吉備中央町","","10,886","5,275","5,611"
"2020000000","2020年","34000","広島県","","2,799,702","1,357,156","1,442,546"
"2020000000","2020年","34100","広島市","","1,200,754","579,415","621,339"
"2020000000","2020年","34101","広島市中区","","142,699","67,660","75,039"
"2020000000","2020年","34102","広島市東区","","119,353","56,872","62,481"
"2020000000","2020年","34103","広島市南区","","145,805","71,544","74,261"
"2020000000","2020年","34104","広島市西区","","190,232","91,127","99,105"
"2020000000","2020年","34105","広島市安佐南区","","247,020","120,308","126,712"
"2020000000","2020年","34106","広島市安佐北区","","138,979","65,972","73,007"
"2020000000","2020年","34107","広島市安芸区","","77,103","38,283","38,820"
"2020000000","2020年","34108","広島市佐伯区","","139,563","67,649","71,914"
"2020000000","2020年","34202","呉市","","214,592","103,816","110,776"
"2020000000","2020年","34203","竹原市","","23,993","11,434","12,559"
"2020000000","2020年","34204","三原市","","90,573","43,155","47,418"
"2020000000","2020年","34205","尾道市","","131,170","63,468","67,702"
"2020000000","2020年","34207","福山市","","460,930","224,246","236,684"
"2020000000","2020年","34208","府中市","","37,655","18,115","19,540"
"2020000000","2020年","34209","三次市","","50,681","24,220","26,461"
"2020000000","2020年","34210","庄原市","","33,633","16,014","17,619"
"2020000000","2020年","34211","大竹市","","26,319","12,820","13,499"
"2020000000","2020年","34212","東広島市","","196,608","99,690","96,918"
"2020000000","2020年","34213","廿日市市","","114,173","54,393","59,780"
"2020000000","2020年","34214","安芸高田市","","26,448","12,614","13,834"
"2020000000","2020年","34215","江田島市","","21,930","11,025","10,905"
"2020000000","2020年","34302","府中町","","51,155","25,007","26,148"
"2020000000","2020年","34304","海田町","","29,636","14,588","15,048"
"2020000000","2020年","34307","熊野町","","22,834","10,958","11,876"
"2020000000","2020年","34309","坂町","","12,582","5,984","6,598"
"2020000000","2020年","34368","安芸太田町","","5,740","2,675","3,065"
"2020000000","2020年","34369","北広島町","","17,763","8,768","8,995"
"2020000000","2020年","34431","大崎上島町","","7,158","3,663","3,495"
"2020000000","2020年","34462","世羅町","","15,125","7,156","7,969"
"2020000000","2020年","34545","神石高原町","","8,250","3,932","4,318"
"2020000000","2020年","35000","山口県","","1,342,059","636,736","705,323"
"2020000000","2020年","35201","下関市","","255,051","118,683","136,368"
"2020000000","2020年","35202","宇部市","","162,570","77,793","84,777"
"2020000000","2020年","35203","山口市","","193,966","92,352","101,614"
"2020000000","2020年","35204","萩市","","44,626","20,610","24,016"
"2020000000","2020年","35206","防府市","","113,979","54,951","59,028"
"2020000000","2020年","35207","下松市","","55,887","27,405","28,482"
"2020000000","2020年","35208","岩国市","","129,125","60,981","68,144"
"2020000000","2020年","35210","光市","","49,798","23,711","26,087"
"2020000000","2020年","35211","長門市","","32,519","15,040","17,479"
"2020000000","2020年","35212","柳井市","","30,799","14,345","16,454"
"2020000000","2020年","35213","美祢市","","23,247","10,857","12,390"
"2020000000","2020年","35215","周南市","","137,540","66,686","70,854"
"2020000000","2020年","35216","山陽小野田市","","60,326","28,635","31,691"
"2020000000","2020年","35305","周防大島町","","14,798","6,828","7,970"
"2020000000","2020年","35321","和木町","","6,034","2,947","3,087"
"2020000000","2020年","35341","上関町","","2,342","1,084","1,258"
"2020000000","2020年","35343","田布施町","","14,483","6,908","7,575"
"2020000000","2020年","35344","平生町","","11,914","5,553","6,361"
"2020000000","2020年","35502","阿武町","","3,055","1,367","1,688"
"2020000000","2020年","36000","徳島県","","719,559","343,265","376,294"
"2020000000","2020年","36201","徳島市","","252,391","120,188","132,203"
"2020000000","2020年","36202","鳴門市","","54,622","25,858","28,764"
"2020000000","2020年","36203","小松島市","","36,149","17,461","18,688"
"2020000000","2020年","36204","阿南市","","69,470","33,694","35,776"
"2020000000","2020年","36205","吉野川市","","38,772","18,231","20,541"
"2020000000","2020年","36206","阿波市","","34,713","16,476","18,237"
"2020000000","2020年","36207","美馬市","","28,055","13,342","14,713"
"2020000000","2020年","36208","三好市","","23,605","11,117","12,488"
"2020000000","2020年","36301","勝浦町","","4,837","2,317","2,520"
"2020000000","2020年","36302","上勝町","","1,380","651","729"
"2020000000","2020年","36321","佐那河内村","","2,058","998","1,060"
"2020000000","2020年","36341","石井町","","24,833","11,752","13,081"
"2020000000","2020年","36342","神山町","","4,647","2,183","2,464"
"2020000000","2020年","36368","那賀町","","7,367","3,521","3,846"
"2020000000","2020年","36383","牟岐町","","3,743","1,735","2,008"
"2020000000","2020年","36387","美波町","","6,222","2,923","3,299"
"2020000000","2020年","36388","海陽町","","8,358","3,965","4,393"
"2020000000","2020年","36401","松茂町","","14,583","7,193","7,390"
"2020000000","2020年","36402","北島町","","22,745","10,976","11,769"
"2020000000","2020年","36403","藍住町","","35,246","16,868","18,378"
"2020000000","2020年","36404","板野町","","13,042","6,262","6,780"
"2020000000","2020年","36405","上板町","","11,384","5,431","5,953"
"2020000000","2020年","36468","つるぎ町","","7,715","3,608","4,107"
"2020000000","2020年","36489","東みよし町","","13,622","6,515","7,107"
"2020000000","2020年","37000","香川県","","950,244","459,197","491,047"
"2020000000","2020年","37201","高松市","","417,496","202,029","215,467"
"2020000000","2020年","37202","丸亀市","","109,513","53,018","56,495"
"2020000000","2020年","37203","坂出市","","50,624","24,145","26,479"
"2020000000","2020年","37204","善通寺市","","31,631","15,725","15,906"
"2020000000","2020年","37205","観音寺市","","57,438","27,578","29,860"
"2020000000","2020年","37206","さぬき市","","47,003","22,484","24,519"
"2020000000","2020年","37207","東かがわ市","","28,279","13,358","14,921"
"2020000000","2020年","37208","三豊市","","61,857","29,770","32,087"
"2020000000","2020年","37322","土庄町","","12,846","6,044","6,802"
"2020000000","2020年","37324","小豆島町","","13,870","6,621","7,249"
"2020000000","2020年","37341","三木町","","26,878","12,943","13,935"
"2020000000","2020年","37364","直島町","","3,103","1,646","1,457"
"2020000000","2020年","37386","宇多津町","","18,699","9,180","9,519"
"2020000000","2020年","37387","綾川町","","22,693","10,999","11,694"
"2020000000","2020年","37403","琴平町","","8,468","3,938","4,530"
"2020000000","2020年","37404","多度津町","","22,445","11,373","11,072"
"2020000000","2020年","37406","まんのう町","","17,401","8,346","9,055"
"2020000000","2020年","38000","愛媛県","","1,334,841","633,062","701,779"
"2020000000","2020年","38201","松山市","","511,192","240,292","270,900"
"2020000000","2020年","38202","今治市","","151,672","71,799","79,873"
"2020000000","2020年","38203","宇和島市","","70,809","33,213","37,596"
"2020000000","2020年","38204","八幡浜市","","31,987","14,971","17,016"
"2020000000","2020年","38205","新居浜市","","115,938","56,004","59,934"
"2020000000","2020年","38206","西条市","","104,791","50,615","54,176"
"2020000000","2020年","38207","大洲市","","40,575","19,423","21,152"
"2020000000","2020年","38210","伊予市","","35,133","16,385","18,748"
"2020000000","2020年","38213","四国中央市","","82,754","40,468","42,286"
"2020000000","2020年","38214","西予市","","35,388","16,635","18,753"
"2020000000","2020年","38215","東温市","","33,903","16,180","17,723"
"2020000000","2020年","38356","上島町","","6,509","3,421","3,088"
"2020000000","2020年","38386","久万高原町","","7,404","3,513","3,891"
"2020000000","2020年","38401","松前町","","29,630","13,911","15,719"
"2020000000","2020年","38402","砥部町","","20,480","9,519","10,961"
"2020000000","2020年","38422","内子町","","15,322","7,303","8,019"
"2020000000","2020年","38442","伊方町","","8,397","4,036","4,361"
"2020000000","2020年","38484","松野町","","3,674","1,725","1,949"
"2020000000","2020年","38488","鬼北町","","9,682","4,463","5,219"
"2020000000","2020年","38506","愛南町","","19,601","9,186","10,415"
"2020000000","2020年","39000","高知県","","691,527","326,531","364,996"
"2020000000","2020年","39201","高知市","","326,545","152,455","174,090"
"2020000000","2020年","39202","室戸市","","11,742","5,648","6,094"
"2020000000","2020年","39203","安芸市","","16,243","7,754","8,489"
"2020000000","2020年","39204","南国市","","46,664","22,130","24,534"
"2020000000","2020年","39205","土佐市","","25,732","12,384","13,348"
"2020000000","2020年","39206","須崎市","","20,590","10,068","10,522"
"2020000000","2020年","39208","宿毛市","","19,033","8,914","10,119"
"2020000000","2020年","39209","土佐清水市","","12,388","5,842","6,546"
"2020000000","2020年","39210","四万十市","","32,694","15,455","17,239"
"2020000000","2020年","39211","香南市","","32,207","15,545","16,662"
"2020000000","2020年","39212","香美市","","26,513","12,848","13,665"
"2020000000","2020年","39301","東洋町","","2,194","1,085","1,109"
"2020000000","2020年","39302","奈半利町","","3,034","1,399","1,635"
"2020000000","2020年","39303","田野町","","2,498","1,174","1,324"
"2020000000","2020年","39304","安田町","","2,370","1,144","1,226"
"2020000000","2020年","39305","北川村","","1,146","552","594"
"2020000000","2020年","39306","馬路村","","745","358","387"
"2020000000","2020年","39307","芸西村","","3,694","1,724","1,970"
"2020000000","2020年","39341","本山町","","3,261","1,516","1,745"
"2020000000","2020年","39344","大豊町","","3,252","1,546","1,706"
"2020000000","2020年","39363","土佐町","","3,753","1,780","1,973"
"2020000000","2020年","39364","大川村","","366","189","177"
